Name,RegID,Status,ClinicName,Link
Wayne Kin,14205,Member,Newmarket Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14205
Orest Kinach,8672,Member,Cambrian Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8672
Walter Kindiak,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5056
David Kindrat,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=94672
Gary Kindree,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6605
Alexander King,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6606
Charles A King,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5493
Don King,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6676
Edward King,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6131
Irwin S. King,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=3595
James King,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7035
Janice King,12190,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12190
Katherine King,10073,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10073
Lloyd King,5295,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5295
Peter King,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12646
Renee King,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150011
Renee King,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150027
Sylvia King,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9158
Vincent King,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14090
Jody Kingston,50163,Member,Riverside Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=50163
Istvan Kinizsi,13583,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13583
Hugo Kinkartz,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7036
Fredrick Kinoshita,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4839
Paul Kinson,8673,Member,Upper Gage Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8673
James Kiproff,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7037
Krystyna Kiraga,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9547
Ravi Kiran,120275,Member,Drew Airport Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120275
Scott Kirby,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110134
Steven Kirby,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115188
Stuart Kirby,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55463
Rashmi Kiri,503150,Member,Phi Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503150
Elen Kirilovski,123830,Member,Tottenham Village Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123830
Christopher Kirk,84729,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84729
Danae Kirk,105164,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105164
Abhishek Kirpal,105181,Member,Endodontie Cornwall/Cornwall Endodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105181
Priya Kirpalaney,62303,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62303
Ryan Kirschner,105564,Member,Bells Corners Dental Studio,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105564
Robert Kirsh,53238,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53238
Dustin Kirshen,92288,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92288
Ira Kirshen,9159,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9159
Jeffrey Kirshenbaum,7038,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7038
Stacey Kirshenblatt,88662,Member,Orthosmiles,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88662
Rohan Kirtane,150447,Member,Hamilton Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150447
Michael Kirton,13179,Member,Interface Centre for OMS,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13179
Kirupalini Kirupakaran,13441,Member,Dr. K. Kirupakaran and Associates,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13441
Anil Kishen,86884,Member,"University of Toronto, Fac of Dent",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=86884
Sarika Kishore,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76651
Eva Kiss,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10885
Ali Kisswani,101375,Member,Mountain Mall Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101375
Tiffany Kisway,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110210
John Kit,9645,Member,Dentistry on Vine,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9645
Rachel Kitsopanidi,62200,Member,Tooth Connection Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62200
Jimmy Kivinen,8675,Member,Upper Gage Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8675
Judith Kivinen,71033,Member,Upper Gage Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=71033
Iris Kivity-Chandler,10786,Member,IKC Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10786
William Kivlichan,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8601
Michelle Kizel,50387,Member,Mountain Creek Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=50387
Howard Klaiman,10396,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10396
George Klasios,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9646
Arminiu Klein,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5448
Beatrice Klein,37910,Member,Abbott Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=37910
Gary Klein,11005,Member,Dentistry on St. Clair,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11005
Robert Klein,9904,Member,Oral & Maxillofacial Surgery Associates,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9904
William Klein,6702,Member,Oakridge Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6702
Ezra Kleinman,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8316
Celynn Klemenchuk,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11487
Margret Klepacz,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12494
Gurinder Kler,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=122990
Manjinder Kler,68772,Member,Kler & Kaye Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68772
Hagen Klieb,64625,Member,Sunnybrook Health Sciences Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=64625
Rasa Klimaite,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13053
Adam Kliman,109332,Member,Talbot Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109332
Alison Kliman,96935,Member,Dental Works 4 Kids,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96935
Elysa Kliman,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=74248
Kevin Kliman,74247,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=74247
Maria Klimento,120032,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120032
Tsveta Klimentova,80450,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80450
Jordan Klimitz,66988,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=66988
Stanley Klimitz,7681,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7681
Peter Kline,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6440
Amnon Klinghoffer,7682,Member,Pond Mills Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7682
Olena Klipitch,62060,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62060
Taras Klitovchenko,105672,Member,City Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105672
Viktoria Klitovchenko,14296,Member,City Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14296
Ronald Klompus,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8102
David Klooz,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11512
Agata Klos,119606,Member,Red Door Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119606
Marvin Klotz,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5390
Leopold Klus,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6132
Alexander Klym,10542,Deceased,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10542
Patricia Kmet,13638,Member,Port Credit Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13638
Sandra Kmet,53188,Member,Port Credit Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53188
Daniel Kmiecik,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9826
Brandy Kmith,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150642
Chantal Knight,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14107
Michael Knight,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7320
Ray Stewart Knight,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4253
Julie Knoll,68407,Member,"University of Toronto, Fac of Dent",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68407
Hagen Knothe,39178,Member,For You Dental Care (4U Dental Care),https://www.rcdso.org/find-a-dentist/search-results/dentist?id=39178
Carolyn Knowles,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8275
Richard Knowles,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5391
Kevin Knowlton,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=71848
Elizabeth Knox,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6738
Paul Knutson,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5587
Anne-Li Knuut,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8103
Chih-Hsien Ko,100981,Member,Mapleridge Smile Centre Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100981
Hilary Ko,9416,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9416
John Ko,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11894
Kevin Ko,13461,Member,S K Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13461
Sean Ko,11345,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11345
Chelsea Ko-Adams,92214,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92214
Kotima Koala,62118,Member,Mer Bleue Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62118
Hazem Kobaisy,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14196
David Kobayashi,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9160
Pazliddin Kobilov,100982,Member,KMA Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=100982
Elicia Koblik,88423,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88423
Alexander Koblosh,7771,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7771
Daniel Kobric,64784,Member,Mapleview Periodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=64784
Artem Kobzev,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150242
Harsohit Kochar,502450,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502450
Marshall Kochberg,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7885
Anuraj Kochhar,150533,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150533
Mark Kochman,9417,Member,Wilson Family Dental Toronto,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9417
Ricky Kochman,9418,Member,Skymark Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9418
Stephen Koczerginski,9270,Member,Market Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9270
Nirmala Kodali,105329,Member,Williamsburg Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105329
Phaneendra Kodali,114958,Member,Bridge West Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114958
Randall Kodama,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10464
Richard Kodama,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10466
Ihab Kodsi,76393,Member,Credit Valley Oral Surgery,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76393
Mikaela Kofman,504385,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504385
Alina Kofyrina,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109333
Paul Kogan,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13883
David Kogon,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9815
Stanley Kogon,5985,Member,University of Western Ontario,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5985
Melissa Koh,113510,Member,Starview Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113510
Samantha ChooYee Koh,503640,Member,Twogether Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503640
Jerry Kohen,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8242
Michael Kohen,13893,Member,Aurora Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13893
Abraham Kohl,9161,Member,Bathurst Finch Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9161
Rachel Kohl,73092,Member,Bathurst Finch Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=73092
Hinna Kohli,123917,Member,Wellesley Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123917
Minni Kohli,113653,Member,Memorial Avenue Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113653
Pramiti Kohli,13954,Member,Warden Eglinton Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13954
Puneet Kohli,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121283
Raman Kohli,11631,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11631
Vidhu Kohli,113567,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113567
Alyson Kohlmeier,96936,Member,Argyle Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96936
Guy Kohlmeier,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10397
Thomas Kohn,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6607
