Name,RegID,Status,ClinicName,Link,Specialty,PrimaryPractice,PPAddress,city
Shane Hunt,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8665,NA,NA,NA,NA
Alexandra Hunter,117537,Member,Johnstone Periodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117537,Periodontist,Johnstone Periodontics,"21 St Clair Ave E #300, Toronto, ON, CA, M4T 1L9",Toronto
Charles Hunter,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5097,NA,NA,NA,NA
John Hunter,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5199,NA,NA,NA,NA
Morley Hunter,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10448,NA,NA,NA,NA
Richard Hunter,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8096,NA,NA,NA,NA
Roderick Hunter,10724,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10724,NA,NA,"34A Main St N, Markham, ON, CA, L3P 1X5",Markham
Ronald Hunter,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6599,NA,NA,NA,NA
Sara Hunter,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=48616,NA,NA,NA,NA
Thora Hunter,64182,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=64182,NA,NA,"161 Church St, Newmarket, ON, CA, L3Y 4B9",Newmarket
William Hunter,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4368,NA,NA,NA,NA
Sylvie Huot,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=60259,NA,NA,NA,NA
Terry Hupman,11759,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11759,NA,NA,"161 Church St, Newmarket, ON, CA, L3Y 4B9",Newmarket
Juhee Hur,101079,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101079,NA,NA,"161 Church St, Newmarket, ON, CA, L3Y 4B9",Newmarket
Brian Hurd,7451,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7451,Orthodontist,NA,"3401 Fairview St #A, Burlington, ON, CA, L7N 2R4",Burlington
Garry Hurd,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5486,NA,NA,NA,NA
Fred Hurlbut,7879,Member,King East Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7879,NA,King East Dental Care,"1780 King St E #3, Kitchener, ON, CA, N2G 2P1",Kitchener
Larry Hurren,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7880,NA,NA,NA,NA
David Hurst,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9015,NA,NA,NA,NA
Elwood Hurst,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7881,NA,NA,NA,NA
Marjorie-Ann Hurtubise,501826,Member,Roseland Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501826,NA,Roseland Family Dental,"3865 Dougall Ave, Windsor, ON, CA, N9G 1X3",Windsor
Leeanne Hurwitz,65152,Member,Georgian College - Oral Health Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65152,NA,Georgian College - Oral Health Clinic,"1 Georgian Dr, Barrie, ON, CA, L4M 3X9",Barrie
Adeel Husain,105923,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105923,NA,NA,"1 Georgian Dr, Barrie, ON, CA, L4M 3X9",Barrie
Fawzia Husain,13293,Member,Waterloo Smiles Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13293,NA,Waterloo Smiles Dentistry,"188 King St S Unit C, Waterloo, ON, CA, N2J 0C6",Waterloo
Irfana Husain,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12534,NA,NA,NA,NA
Zafar Husain,74986,Member,Owen Sound Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=74986,NA,Owen Sound Dental Clinic,"150 7th St E, Owen Sound, ON, CA, N4K 1H7",Owen Sound
Firas Husrieh,110013,Member,Popp Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110013,NA,Popp Dentistry,"147 Talbot St E, Aylmer, ON, CA, N5H 1H3",Aylmer
Ahmed Hussain,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=111346,NA,NA,NA,NA
Amer Hussain,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117063,NA,NA,NA,NA
Bilawal Hussain,504480,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504480,NA,NA,"147 Talbot St E, Aylmer, ON, CA, N5H 1H3",Aylmer
Faryal Hussain,116120,Member,Rouge Park Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116120,NA,Rouge Park Dental,"5C-6742 Kingston Rd, Toronto, ON, CA, M1B 1G8",Toronto
Jayesha Hussain,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12087,NA,NA,NA,NA
Munazzah Hussain,96809,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96809,NA,NA,"5C-6742 Kingston Rd, Toronto, ON, CA, M1B 1G8",Toronto
Rana Hussain,115106,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115106,NA,NA,"1215 Fanshawe Park Rd W, London, ON, CA, N6G 5B4",London
Salman Hussain,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53477,NA,NA,NA,NA
Tariq Hussain,84611,Member,West End Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84611,NA,West End Dental,"725A Gardiners Rd, Kingston, ON, CA, K7M 3Y5",Kingston
Usman Hussain,123610,Member,The Tooth Corner Dental Offices,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123610,NA,The Tooth Corner Dental Offices,"945 3rd Ave E #4, Owen Sound, ON, CA, N4K 2K8",Owen Sound
Samy Hussan,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=85294,NA,NA,NA,NA
Aamena Hussein,116374,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116374,NA,NA,"570 Kortright Rd W #14, Guelph, ON, CA, N1G 3W8",Guelph
Hassan-Ali Hussein,116212,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116212,NA,NA,"570 Kortright Rd W #14, Guelph, ON, CA, N1G 3W8",Guelph
Hebatullah Hussein,503152,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503152,NA,NA,"570 Kortright Rd W #14, Guelph, ON, CA, N1G 3W8",Guelph
Jabeen Hussein,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65266,NA,NA,NA,NA
Mohamed-Abbas Hussein,11339,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11339,NA,NA,"570 Kortright Rd W #14, Guelph, ON, CA, N1G 3W8",Guelph
Oies Hussein,113501,Member,Trillium Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113501,NA,Trillium Dental Centre,"550 King St N Conestoga Mall, Waterloo, ON, CA, N2L 5W6",Waterloo
Robert Hustwitt,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6794,NA,NA,NA,NA
Charles J Husty,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6059,NA,NA,NA,NA
David Huta,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8926,NA,NA,NA,NA
Thomas Hutchinson,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8479,NA,NA,NA,NA
Lynda Hutchison,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7767,NA,NA,NA,NA
Jennifer Hutnik,500975,Member,East Riverside Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=500975,NA,East Riverside Dental Centre,"10630 Tecumseh Rd E #4, Windsor, ON, CA, N8R 1A8",Windsor
John Hutt,7235,Volunteer Dentist – Practising in a not-for-profit capacity only,Arctic Circle Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7235,NA,NA,NA,NA
Benjamin Hutten-Czapski,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150042,NA,NA,NA,NA
Michael Hutter,37677,Member,Dentistry on Sinclair,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=37677,NA,Dentistry on Sinclair,"99 Sinclair Ave #306, Georgetown, ON, CA, L7G 5G1",Georgetown
Gregory Hutton,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12284,NA,NA,NA,NA
Paul Hutz,4251,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4251,NA,NA,NA,NA
Susan Huxtable,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9955,NA,NA,NA,NA
Christine Huynh,502230,Member,Hamilton Pediatric Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502230,Paediatric Dentist,Hamilton Pediatric Dental Care,"212 James St S, Hamilton, ON, CA, L8P 3A9",Hamilton
Huy Huynh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=71850,NA,NA,NA,NA
Kathy Huynh,96933,Member,Beamsville Smiles Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96933,NA,Beamsville Smiles Family Dentistry,"4413 Ontario St #203, Beamsville, ON, CA, L3J 0A4",Beamsville
Kent Huynh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=97761,NA,NA,NA,NA
Mai Huynh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13359,NA,NA,NA,NA
Nghia Huynh,72911,Member,Rosedale Endodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=72911,Endodontist,Rosedale Endodontics,"600 Sherbourne St #201, Toronto Central, ON, CA, M4X 1W4",Toronto Central
Nhon Huynh,68209,Member,Link Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68209,NA,Link Dental Centre,"26 Legend Crt #2, Ancaster, ON, CA, L9K 1J3",Ancaster
Thi Huynh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11679,NA,NA,NA,NA
Thi Thanh Thu Huynh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=87312,NA,NA,NA,NA
Tiffany Huynh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117001,NA,NA,NA,NA
Trang Huynh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65269,NA,NA,NA,NA
Linda Huynh-Vo,53352,Member,Arthur Street Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53352,NA,Arthur Street Dental Office,"77 Arthur St S, Elmira, ON, CA, N3B 2M8",Elmira
Daniel Hwang,55787,Member,Westboro Station Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55787,NA,Westboro Station Dental,"599 Byron St, Ottawa, ON, CA, K2A 4C4",Ottawa
Doki Hwang,110651,Member,Millstreet Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110651,NA,Millstreet Family Dental,"24 Mill St W PO Box 399, Tottenham, ON, CA, L0G 1W0",Tottenham
Grace Hwang,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11624,NA,NA,NA,NA
Jae Hwang,116459,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116459,NA,NA,"89 Jim Kimmett Blvd, Napanee, ON, CA, K7R 3L1",Napanee
Keeyeon Hwang,124772,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=124772,NA,NA,"89 Jim Kimmett Blvd, Napanee, ON, CA, K7R 3L1",Napanee
Munsung Hwang,109984,Member,Team Roncesvalles Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109984,NA,Team Roncesvalles Dentistry,"27 Roncesvalles Ave #204 Sunnyside Medical Arts Bldg, Toronto West, ON, CA, M6R 3B2",Toronto West
Sung Jean Hwang,501753,Member,Salvaggio Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501753,NA,Salvaggio Dentistry,"9055 Airport Rd #3-6, Brampton, ON, CA, L6S 0B8",Brampton
Sungwoo Hwang,114949,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114949,NA,NA,"16 Winchester Rd #5, Whitby, ON, CA, L1M 0K8",Whitby
Sarah Hyams,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65382,NA,NA,NA,NA
Sandra Hyduk,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6329,NA,NA,NA,NA
James Hyland,8097,Member,Altima Cedarbrae Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8097,NA,Altima Cedarbrae Dental Centre,"3451A Lawrence Ave Mall Level, Scarborough, ON, CA, M1H 1B3",Scarborough
Lynda Hyshka,12201,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12201,NA,NA,"126 Wellington St W #211 Wellington Square Plaza, Aurora, ON, CA, L4G 2N9",Aurora
Stuart Hytman,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11340,NA,NA,NA,NA
Ji Hoon Hyun,84725,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84725,NA,Sheridan Garden Dental Office,"1140 Winston Churchill Blvd Unit A5, Oakville, ON, CA, L6J 0A3",Oakville
Joohwan Hyun,150621,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150621,NA,NA,"1140 Winston Churchill Blvd Unit A5, Oakville, ON, CA, L6J 0A3",Oakville
Daniel Iaboni,88652,Member,Dentistry on Dufferin,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88652,NA,Dentistry on Dufferin,"2992 Dufferin St, Toronto, ON, CA, M6B 3T3",Toronto
Matthew Iaboni,502769,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502769,NA,NA,"2992 Dufferin St, Toronto, ON, CA, M6B 3T3",Toronto
Ryan Iaboni,123276,Member,Swan Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123276,NA,Swan Dental,"5 Swan Lake Blvd #1, Markham, ON, CA, L6E 0K7",Markham
Camelia Iacob,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49283,NA,NA,NA,NA
Maria Iacob,92204,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92204,NA,NA,"192 Lambton St E Box 1210, Durham, ON, CA, N0G 1R0",Durham
Mark Iacovino,68452,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68452,NA,NA,"152 Trafalgar Rd, 1st flr, Oakville, ON, CA, L6J 3G6",Oakville
Alma Iancau,92330,Member,Dentistry @ Cornwall,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92330,NA,Dentistry @ Cornwall,"1232 Brookdale Ave #D, Cornwall, ON, CA, K6J 4P8",Cornwall
Liana Iannucci,503139,Member,Twin Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503139,NA,Twin Dental Care,"3737 Major MacKenzie Dr #105, Woodbridge, ON, CA, L4H 0A2",Woodbridge
Patricia Iannucci,13221,Member,MacKenzie West Dental Health Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13221,NA,MacKenzie West Dental Health Centre,"3905 Major Mackenzie Dr #6, Woodbridge, ON, CA, L4H 4J9",Woodbridge
Joseph Iarocci,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6795,NA,NA,NA,NA
Grigorios Iatropoulos,10922,Member,Pickering Village Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10922,NA,Pickering Village Dental Office,"68 Old Kingston Rd, Ajax, ON, CA, L1T 2Z7",Ajax
Lilia Ibarra,52243,Member,Boca Dental Specialists Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=52243,Prosthodontist,Boca Dental Specialists Group,"250 Commissioners Rd W, London, ON, CA, N6J 1Y3",London
Omar Ibdah,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8570,NA,NA,NA,NA
Sardor Ibragimov,105047,Member,Temiskaming Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105047,NA,Temiskaming Dental Centre,"100 Whitewood Ave, New Liskeard, ON, CA, P0J 1P0",New Liskeard
Heba Ibraheem,121042,Member,The Tooth Corner Dental Offices,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121042,NA,The Tooth Corner Dental Offices,"377 Burnhamthorpe E #121, Mississauga, ON, CA, L5A 3Y1",Mississauga
Aaliya Ibrahim,76679,Member,St. Catharines Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76679,NA,St. Catharines Dental Centre,"300 East 4th Ave #1B First Place Plaza, St. Catharines, ON, CA, L2S 0B6",St. Catharines
Ahmed Ibrahim,116001,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116001,NA,NA,"252 Oak St E, Leamington, ON, CA, N8H 4V4",Leamington
Amr Ibrahim,150414,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150414,NA,Altima Sunny View Dental Centre,"986 Dundas St, Woodstock, ON, CA, N4S 1H3",Woodstock
Gehan Ibrahim,13528,Member,Canadian National Institute of Health,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13528,NA,Canadian National Institute of Health,"303 Dalhousie St, Ottawa, ON, CA, K1N 7E8",Ottawa
Ghada Ibrahim,84726,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84726,NA,NA,"303 Dalhousie St, Ottawa, ON, CA, K1N 7E8",Ottawa
Ghada Ibrahim,106003,Member,Sunrise Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=106003,NA,Sunrise Dentistry,"5555 Eglinton Ave W #E210, Toronto, ON, CA, M9C 5M1",Toronto
Haytham Ibrahim,69886,Member,Mosaic Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=69886,NA,Mosaic Dental,"2100 Lawrence Ave W #203, Toronto, ON, CA, M9N 3P1",Toronto
Iman Ibrahim,117394,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117394,NA,NA,"2100 Lawrence Ave W #203, Toronto, ON, CA, M9N 3P1",Toronto
John Ibrahim,84527,Member,Birchmount Danforth Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84527,NA,Birchmount Danforth Dental,"462 Birchmount Rd #21, Scarborough, ON, CA, M1K 1N8",Scarborough
Leena Ibrahim,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61895,NA,NA,NA,NA
Mahmood Ibrahim,103316,Member,Sky Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=103316,NA,Sky Dental,"235 South Syndicate Ave, Thunder Bay, ON, CA, P7E 1E1",Thunder Bay
Mina Ibrahim,120019,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120019,NA,NA,"235 South Syndicate Ave, Thunder Bay, ON, CA, P7E 1E1",Thunder Bay
Mohamed Ibrahim,501709,Member,Queensway.Trillium Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501709,NA,Queensway.Trillium Dental,"77 Queensway W #301, Mississauga, ON, CA, L5B 1B7",Mississauga
Toghrul Ibrahimli,113502,Member,North Bramalea Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113502,NA,North Bramalea Dental,"9780 Bramalea Rd N #100, Brampton, ON, CA, L6S 2P1",Brampton
Deborah Iera,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=54938,NA,NA,NA,NA
Raffaella Iezzi,108987,Member,Sunny Ridge Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108987,NA,Sunny Ridge Dental Care,"105 Dufay Rd #F4, Brampton, ON, CA, L7A 4J1",Brampton
ifefergrad2@gmail.com,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150091,NA,NA,NA,NA
Koorosh Iganian,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=38027,NA,NA,NA,NA
Milos Ignjatov,7816,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7816,NA,NA,NA,NA
Hari Ikonomou,503395,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503395,NA,NA,"105 Dufay Rd #F4, Brampton, ON, CA, L7A 4J1",Brampton
Andrew Ikse,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5579,NA,NA,NA,NA
Alexandra Ilchenko,88438,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88438,NA,NA,"112 King St E, Bowmanville, ON, CA, L1C 1N5",Bowmanville
